Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Album Cover URL
Teresa & Maria,Teresa & Maria,alyona alyona,01-11-2024,UAEO12300107,3916,21.6,31380070,2862,2254638,73,48986579,533216,,,,57002839,19,2869,,13,250087,10,,,,287707,,0,https://i.scdn.co/image/ab67616d0000b27371f99b38ac1c81d04abc4203
Down With Me,Down With Me,Lil Tecca,01-04-2024,USUM72400053,3915,21.6,65300464,14158,6850591,,4790924,57022,,,,,1,102,932,1,5156,,443701,409,,,,1,https://i.scdn.co/image/ab67616d0000b2735fdfca96bc0187820ed56053
I Know,I Know,Kanii,03-10-2023,USWB12300650,3914,21.6,49939720,15725,2639765,54,48845907,743713,450203,228122883,1646887640,86475705,4,178,1056,4,129006,3,232181,1034,2940190,510234,,1,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d
"Paint It, Black",Forty Licks,The Rolling Stones,7/26/2023,USA172010502,3911,21.6,1196773729,28,3079,,,,,,,,2,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273bad7062c3fd2f2d037989694
De Vuelta Pa' La Vuelta,De Vuelta Pa' La Vuelta,Daddy Yankee,12-10-2020,US2BU2001211,3910,21.6,164788147,23301,15473906,62,426336235,1881474,20700,3047195,44074315,15887557,23,27670,21,5,14722,13,20338538,8701,,1159159,,0,https://i.scdn.co/image/ab67616d0000b273d9b914089ee1525387783989
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,10/22/2021,USUG12103119,3909,21.6,289013053,32179,23070902,63,256030564,6371436,106500,50061756,358391850,529655205,29,279,155,21,214565,8,800597,1062,,1479802,,1,https://i.scdn.co/image/ab67616d0000b27354d075797911e02360beb3e7
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300794,3908,21.6,159876075,8225,21015676,79,36524769,320572,3716,2060712,14846248,210170562,14,73,2,13,1870957,15,2435321,3305,,595774,,1,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
Hold Me Closer,Diamonds (Deluxe),Elton John,11-10-2017,GBUM72205030,3907,21.6,400479389,61255,53203700,68,63905136,626102,113328,41032520,552721460,1204205976,141,574448,113,63,1698941,94,84991422,9726,,3915242,,0,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,02-12-2021,USRN12000200,3906,21.6,198942707,22915,8881878,56,61690062,458819,16235,2860585,30889183,199926537,43,125527,29,6,1492,28,271772464,21935,,993457,,0,https://i.scdn.co/image/ab67616d0000b27315d7ded0dc48a1c9ee9183e4
Conversations,Legends Never Die,Juice WRLD,07-10-2020,USUG12001896,3904,21.6,407701213,93838,13263446,68,151055875,1970235,62617,2249162,22493087,165659936,14,10,,6,61522,,27808738,22415,,724745,,1,https://i.scdn.co/image/ab67616d0000b273651e1dbc0b5218f2306181a1
Walk,Walk/Spin,Kodak Black,9/16/2022,USAT22214755,3903,21.6,62323136,33941,10580136,54,34075392,466729,12660,2989810,25342217,26163643,6,2750,544,1,4517,,3561732,2328,10571345,288137,,1,https://i.scdn.co/image/ab67616d0000b273775cf9ec148ca7b7be5968aa
shipping,Follow Your Nature,great area,12/15/2022,UKKTQ2200011,3902,21.6,130895,259,4467,25,276105789,577586,,,,,,102,,1,432,,,,,162,,0,https://i.scdn.co/image/ab67616d0000b27304d9b335495ff5b2f56fee5c
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,6/18/2021,BXI8I2100073,3901,21.6,110101642,13672,3376873,50,381825698,3084540,590600,81126130,1314262368,9386301,10,1326,,5,109859,3,,,,384085,,0,https://i.scdn.co/image/ab67616d0000b273b3be3b970fc89a02f301c9da
Hola - Remix,Hola (Remix),Dalex,11-01-2019,QM9WM1900166,3900,21.6,708615717,87957,23915679,64,258358932,749483,42200,5666517,62179337,1,38,12541,16,18,128629,,32110135,8030,,1526884,,0,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41
Mood - Remix,Mood (Remix),Zero Two,06-09-2021,VNA0R1989249,3899,21.6,10265841,3742,374428,,,,3700000,133726615,1593175441,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a
Sunshine,Sunshine,OneRepublic,11-10-2021,USUM72100506,3898,21.6,426609723,59377,40654330,73,21063557,222445,20366,7424142,85043400,107775025,58,416,37,46,360130,15,85107847,21991,,791789,,0,https://i.scdn.co/image/ab67616d0000b2732cc72b6f465812679b803638
Pink Friday Girls,Pink Friday 2,Nicki Minaj,12-08-2023,USUM72318696,3897,21.6,63109089,9844,4936627,,8224997,155956,,,,109817163,6,6805,326,7,374723,1,19808951,3905,,232247,,1,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb
The Weekend,Ctrl,SZA,06-09-2017,USRC11701116,3896,21.6,537523729,71149,22408790,70,366197654,2942916,25914,15414832,103430758,35299595,98,2678,65,22,145035,59,211565753,226227,3776319,1833030,,1,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,10/21/2021,SGB502102465,3895,21.6,271438,59,12313,21,132812,1120,3002324,31242189,584146089,,,1,,,,,,,,4655,,0,https://i.scdn.co/image/ab67616d0000b2731b49105fd853cce2a367ae01
Beautiful People (Stay High),Beautiful People (Stay High),The Black Keys,01-12-2024,USNO12300381,3893,21.6,11742947,3009,4663533,,3396529,59923,508,,,85734574,22,54628,189,14,153473,41,1270316,126,,170867,,0,https://i.scdn.co/image/ab67616d0000b27350ce9f89ec955ffd8918f6c1
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,1/25/2018,USRC11703503,3891,21.6,505748520,60774,17047156,64,468137682,2074706,8387,368047,7107254,173549014,61,46787,31,40,461856,61,135674431,62934,,6318285,,0,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Don't You Know,Don't You Know,Crosby St. Models,08-12-2022,GBPVV2204622,3890,21.6,,1,2,,357790871,2127672,,,,74010765,,1,,,,,,,,35,,0,https://i.scdn.co/image/ab67616d0000b2733bcf586e8df6f8ef4a36ca3c
lost souls,The Melodic Blue,Baby Keem,9/22/2021,USSM12107536,3889,21.6,206432478,79180,9708315,64,25049879,343490,54,30404,404172,1213122,17,,39,9,27327,4,,,6333559,1078453,,1,https://i.scdn.co/image/ab67616d0000b27371e0dc10adaacb71b30fe626
STARGAZING,ASTROWORLD,Travis Scott,08-03-2018,USSM11806658,3887,21.7,740409304,140977,21048687,70,211251366,2171021,11019,5798688,50313512,1332906,50,1945,5,17,210105,12,34539181,22518,,1402381,,1,https://i.scdn.co/image/ab67616d0000b273a4cba447b322609cd47fb9d3
March Madness,56 Nights,Future,3/21/2015,USSM11507194,3886,21.7,169574765,46212,10914718,61,64115813,532711,16172,3047870,29701332,56161,72,3414,5,4,36847,14,309053851,94767,100699130,1488185,,1,https://i.scdn.co/image/ab67616d0000b273a342edc8d90ae68d99333bab
Hallelujah,A Pentatonix Christmas,Pentatonix,10/21/2016,USRC11601833,3885,21.7,441916342,47499,20527523,55,757432448,6966709,21746,4366102,26604065,62519514,96,226,,35,359611,54,102648900,233691,632853,2127258,,0,https://i.scdn.co/image/ab67616d0000b2739b93bd3173fd6d51ac4dcca2
Best Time,Larger Than Life,Brent Faiyaz,10/27/2023,QZNMY2304784,3883,21.7,149609501,17828,12635199,,3195354,64197,16605,2439916,15160078,16358284,6,645,,3,503509,1,264391,351,,185310,,1,https://i.scdn.co/image/ab67616d0000b2739e714501730245ec76623000
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306677,3882,21.7,118707702,10228,19750632,,9538075,165711,54900,6616382,76251071,,72,15098,,6,434902,71,6585670,11494,26704,118791,,0,https://i.scdn.co/image/ab67616d0000b2732d74285124457d217d28845f
If You Want Love,Perception,NF,10-06-2017,USUM71708224,3877,21.7,493699616,78449,16977422,65,308466086,3407408,49022,7042197,43620157,1351781,15,63,,4,14200,3,215181352,82897,15915800,1344159,,0,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,10-11-2019,USAT21904061,3876,21.7,404692736,117843,15973142,69,122850735,1344633,139519,49418549,338188316,17583577,31,,108,5,5996,3,44738515,39705,,846798,,1,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,10/19/2018,QMUY41800271,3875,21.7,433664050,78546,20739392,59,235890905,2265284,1037872,154355675,1344891926,15131588,126,28247,277,55,854505,39,26759367,14775,8083227,4070551,,0,https://i.scdn.co/image/ab67616d0000b27300054b72a829f4c5dd656537
Nira Ishq,Nira Ishq,Guri,2/21/2019,FR10S1963992,3873,21.7,102266938,5921,739326,61,531503711,4123099,2640752,38869680,544172370,28218285,3,1,,,,1,,,,319625,,0,https://i.scdn.co/image/ab67616d0000b273921b098ead845a5456339f8a
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/2023,CAW112300242,3871,21.7,56798458,7404,1780691,62,77968183,627912,55000,1461040,11740158,,9,166,,,,3,33582,,2203810,74830,,0,https://i.scdn.co/image/ab67616d0000b273bb25239324c4e16ae01fda36
You can't control my heart,Missing,Kurochuu,06-09-2024,CA5KR2466583,3870,21.7,24071511,2,2190,1,,,,,,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b27354a5f3ff02e5b3c3e3bc75f3
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,8/30/2019,USUM71916692,3869,21.7,358055646,63452,9753180,58,79428378,1309138,573069,62330473,1038829201,5238638,29,70,,6,38755,10,30040078,46674,28821843,761157,,1,https://i.scdn.co/image/ab67616d0000b273ceb160561269ab00b1df9678
Revenge,17,XXXTENTACION,8/25/2017,USUYG1156895,3867,21.7,1356969354,184465,30276013,81,910676,22351,81626,56122006,401420595,,7,147,,4,164055,5,27265488,34655,,2258367,,1,https://i.scdn.co/image/ab67616d0000b2739c9d1403820b2b0981c17443
Humpty Dumpty,Fusion In The City,Lo Greco Bros,7/22/2022,ITI022200181,3866,21.7,,4,271,,354682832,389042,,,,592,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
WTFYM,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402042,3864,21.7,17192758,5834,2628670,,2341216,30917,,,,,4,46,,,,,203787,133,1088152,,,1,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,04-08-2024,KRA492400564,3862,21.7,25974901,1093,11421810,75,20524343,241755,,,,,17,234,,,,,172,,,122206,,0,https://i.scdn.co/image/ab67616d0000b27338bd899124cfe0c092d08eda
Do you like yogurt,Do you like yogurt - Single,Pierce,03-03-2023,KRMIM2335213,3861,21.7,2508,3,433,1,251812286,313121,,,,,,3,,,,,,,,75,,0,https://i.scdn.co/image/ab67616d0000b273d2c7b2159f7e2b5eef84bbfc
Fim de Semana no Rio,Fim de Semana no Rio,Teto,3/30/2022,BXW922200001,3856,21.7,174165147,32542,6206794,61,228106838,2216911,18664,12238437,119676469,25110655,16,34,,13,95640,4,,,,50042,,1,https://i.scdn.co/image/ab67616d0000b273d76c8651dba335b22a058f30
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401038,3853,21.7,92296736,2336,7788313,,3354991,39792,,,,,9,258,5,4,232212,38,1345834,494,,12812,,0,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,06-07-2024,USRC12300035,3852,21.7,3663303,683,29671686,,438239,18824,,,,,43,92,,19,1049073,65,1716,9,6374,7961,,1,https://i.scdn.co/image/ab67616d0000b2733d1996a2dc962e53e12cb7cb
DICE AND ROLL,DICE AND ROLL,Odetari,3/20/2024,QZZ4J2400154,3850,21.7,34391822,2998,8168809,,1039710,18323,,,,,2,8,,,,8,214254,282,1994609,164696,,1,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Lihim,Lihim,Arthur Miguel,7/28/2023,PHW012300230,3849,21.7,68411628,4215,13721864,65,19337973,108046,782499,25356960,297146611,11088461,4,687,,,,,,,,21919,,0,https://i.scdn.co/image/ab67616d0000b2738ac197a5f701a254c9c71dde
For Tonight,For Tonight,Giveon,9/24/2021,USSM12106837,3848,21.7,259405297,46330,19899069,59,68379159,772098,19000,11752918,71844871,128587546,49,66137,714,37,415938,8,38644659,11582,4737504,1255610,,0,https://i.scdn.co/image/ab67616d0000b27315bbc8e50ff9584f7999dcaa
Jugnu,Jugnu,Badshah,10/26/2021,INUM72100074,3847,21.7,162005746,11105,3811972,61,402093763,2902624,36624,4573508,74566411,5684120,15,708,,1,509,6,321200,406,,268778,,0,https://i.scdn.co/image/ab67616d0000b27385acf6becb994eb3cf3edd15
Barely Holdin' On,Barely Holdin' On,Polo G,8/18/2023,USSM12305651,3846,21.7,49246411,22225,4792493,59,17029916,393829,25015,2771742,27395460,69251418,7,1985,155,14,173920,6,14681138,2843,,278504,,1,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
Desde Esa Noche,Desde Esa Noche,Thalia,1/29/2016,USSD11600005,3845,21.8,322003779,25025,10799784,59,1326260675,3999448,57489,13009263,77792182,205043361,27,4143,6,19,31834,26,,,,1636139,,0,https://i.scdn.co/image/ab67616d0000b273ce90428338a0aa1511399d20
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,01-07-2023,IND292208377,3844,21.8,39057770,1308,893063,27,252467125,974051,,,,,,,,,,7,,,,16986,,0,https://i.scdn.co/image/ab67616d0000b2737bac5c7ce48edefc8cc2c381
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,9/15/2017,QMAF31500062,3841,21.8,595564275,93643,10186393,70,529533138,5465670,242500,29092577,304569731,82405791,5,115,,6,48476,22,32188584,88806,,1393802,,0,https://i.scdn.co/image/ab67616d0000b273cb5ec46d6f1d2cf8d36d3663
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,10/16/2020,USWB12004216,3840,21.8,113153819,35421,6478459,65,14448833,138564,8063,6242856,47272619,,21,63,37,3,1596,7,1376205,1855,48659667,97523,,1,https://i.scdn.co/image/ab67616d0000b27315054d6a444288d6d0c03e91
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,04-10-2019,SE5R71900201,3839,21.8,763658190,99429,20117915,66,155980021,1735488,179239,19576729,258338520,327849531,143,88421,187,163,847295,28,37623487,14921,,4054017,,0,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5
CCC,CCC,Michelle Maciel,05-05-2023,UYB282379007,3837,21.8,205855278,15475,4201646,67,78474072,419209,86628,28331408,253126168,,12,1187,14,10,1530824,6,1804767,1588,,594542,,0,https://i.scdn.co/image/ab67616d0000b2732ed5e2c5fd8d56d3b82dfbe5
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,08-01-2022,USA2P2230222,3836,21.8,541018402,37204,14531541,74,35777367,911054,198468,138278860,1096877338,54215732,32,6153,106,4,10871,10,885151,1554,1574180,474609,,0,https://i.scdn.co/image/ab67616d0000b273d44e723b677380dfbc899bcd
Ambition For Cash,Ambition For Cash,Key Glock,10-01-2021,USUYG1390429,3835,21.8,315336758,79303,26443727,70,29058447,408335,104301,108992382,1234944902,164103568,30,5328,117,3,7312,4,9860446,2531,,1286750,,1,https://i.scdn.co/image/ab67616d0000b27366365ff312ca2679804342db
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,03-12-2024,INE241800060,3833,21.8,15619,13,168,,48633119,214149,,,,,,,,,,,,,,3539,,0,https://i.scdn.co/image/ab67616d0000b27354c4e5e7761ea4db90b42994
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,9/24/2018,INS171806873,3831,21.8,115373265,10885,2902589,60,743095293,4886076,1753000,25262021,440380121,35968264,11,994,,1,1097,6,717399,,,297728,,0,https://i.scdn.co/image/ab67616d0000b27370f2ab5608885749f7210b5f
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,9/25/2020,USSM12004756,3830,21.8,278032053,79755,13755423,63,179207995,2529783,59876,18571806,170949508,80863349,58,38286,19,21,21659,12,12891509,5890,,1765806,,1,https://i.scdn.co/image/ab67616d0000b27331cc2963f1615892af6a9f93
Be Kind (with Halsey),Manic,Marshmello,1/17/2020,USUG12001567,3829,21.8,664972754,67417,29811087,67,148754253,2371235,154068,36829248,275420611,152714215,139,123485,251,40,340692,34,50964881,14871,52172,3200345,,0,https://i.scdn.co/image/ab67616d0000b2736d8c930a3338d7fa072a806a
Do not touch,Do not touch,MISAMO,7/14/2023,JPWP02370420,3828,21.8,65157999,8260,3310476,57,117612168,1609669,33737,25965952,161449720,382084849,7,66,,1,15087,1,,,,121995,,0,https://i.scdn.co/image/ab67616d0000b2735babc6b49ac8a93fc5fc464a
Dime,Dime,El Malilla,4/15/2024,USA2P2420093,3827,21.8,40072883,1248,57818152,75,17561285,198584,,,,5028873,8,50,,5,308308,29,8447,5,,50238,,0,https://i.scdn.co/image/ab67616d0000b2731cafd32fdda2bb7834156c14
Rewrite The Stars,Rewrite The Stars,Zac Efron,11/17/2017,USAT21704623,3823,21.8,989608207,89520,20163755,67,300627390,2508271,165697,21476849,205446459,1767096,42,4261,,10,9859,3,128285057,157700,,1889560,,0,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
Noticed,Noticed,Lil Mosey,7/20/2018,USUM71809565,3819,21.9,727014998,114135,13562882,65,348078879,3056099,9928,2804253,25640147,49905291,13,192,84,16,43022,1,36207229,61967,,1122407,,1,https://i.scdn.co/image/ab67616d0000b273db953460d6de87c6d6788cb5
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,09-01-2023,USUM72312706,3818,21.9,66513420,12490,4973699,,15485803,395896,31322,8225518,87668727,39600226,27,38078,39,13,357821,15,15827496,2448,,356162,,0,https://i.scdn.co/image/ab67616d0000b2731d1d4f7a89b4dc815a7c661b
Adictiva,Adictiva,Daddy Yankee,11-09-2018,US2BU1801109,3817,21.9,428271245,50261,14055347,62,587689921,2696020,352314,5880730,67856339,175065357,34,8014,36,25,158052,12,81908473,7955,,1097094,,0,https://i.scdn.co/image/ab67616d0000b27325f29273ec5e0bf6fae1eac6
Only Fine Girl,Only Fine Girl - Single,Spyro,9/29/2023,ZA56E2305137,3816,21.9,2490826,513,66602,,2189347,14151,851300,5350656,69943676,8865887,3,627,,,,,2961,,,224804,,0,https://i.scdn.co/image/ab67616d0000b273c5f6b6e3d7a9ec86264fcb6e
Ignite,Ignite,Alan Walker,05-11-2018,NOG841803010,3815,21.9,339954855,61901,8272313,64,669877400,6308434,411372,16903913,215231253,199672186,14,7518,,6,77388,9,11727727,11943,,2570303,,0,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,06-10-2022,USAT22207312,3814,21.9,80585683,16202,12738423,19,88959234,770086,20100,5242187,42977111,332784168,3,1144,,1,4717,7,,,19542228,,,1,https://i.scdn.co/image/ab67616d0000b2738040b02e84bbe74b846286e8
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,USAT22002973,3813,21.9,189175699,49325,8000164,62,14575452,497747,2335837,210789823,2001548087,,14,22497,163,6,74359,6,16754992,17139,5117469,1456206,,0,https://i.scdn.co/image/ab67616d0000b273d57915095d17d43214c92863
The Greatest,The Greatest,Sia,01-01-2016,USRC11601332,3812,21.9,669427500,66668,19682111,62,864787930,6096976,1407988,56322493,363488557,149246216,49,76,60,35,195266,30,90606690,25392,,,,0,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,8/16/2022,HKK972235335,3810,21.9,5101261,1599,427725,,,,2301734,63429404,1190306094,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2737cbd52d55d79391b9ea54f88
Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,05-11-2018,USUM71804149,3809,21.9,686323132,165691,25912755,70,168225696,1829885,148928,59068777,343926725,9688256,48,253,45,7,18702,2,9008346,21282,,964881,,1,https://i.scdn.co/image/ab67616d0000b273a1e867d40e7bb29ced5c0194
Mon ami,Mon ami,Tiesco le sultan,10-10-2023,TCAHN2316445,3808,21.9,9452,3,37,,,,797100,4290586,54998866,,,,,,,,,,,19456,,1,https://i.scdn.co/image/ab67616d0000b2733e1a36aa565b59012865b944
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,USAT22105014,3805,21.9,172558590,71478,11466134,53,74993454,802824,10524,8222888,80999687,185526045,49,26889,294,14,547022,20,49183554,6310,,851112,,1,https://i.scdn.co/image/ab67616d0000b2737d3b8c6a03b44864868f6834
Cry No More (feat. Tay Keith),Cry No More (feat. Tay Keith),Headie One,4/19/2024,GBARL2400420,3804,21.9,13712090,3148,14042635,,3889395,76350,,,,26701987,14,2005,,18,1746831,37,27546,8,356418,158997,,1,https://i.scdn.co/image/ab67616d0000b273b704ec9f9085510b34ce1185
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,04-05-2024,USUYG1539670,3803,21.9,6097493,765,183087,,25736622,369780,,369800,3300000,126682615,,1,,,,,169839,3804,,56295,,1,https://i.scdn.co/image/ab67616d0000b273f40dbf8b8daf2f1399111b43
Get Back,Meet The Woo 2,Pop Smoke,02-07-2020,USUM72002036,3800,21.9,355137565,123588,10315713,64,45164581,408483,684467,61667693,637177334,15755,7,154,,3,1969,2,14235351,8123,,1086060,,1,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1
Good as Hell,Good As Hell,Lizzo,03-09-2016,USAT21600354,3799,21.9,627625151,76581,23235611,66,275081528,3556731,467531,128360660,1187485509,283433005,41,313398,1496,36,605881,62,183082560,175834,,5017737,,0,https://i.scdn.co/image/ab67616d0000b273bf7d271b8f3051af3cf0bf55
Kitsch,Kitsch,IVE,3/27/2023,QM4TX2337765,3798,21.9,146489854,12540,4019167,64,136400964,1361854,48800,32671194,293588190,565791380,16,1218,9,1,35,25,147151,161,,227734,,0,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,12-08-2023,AEA0Q2376389,3796,21.9,37396,4,3608,,98338088,56214,,,,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2733effc77a5a099c3074527d4e
Precision,Precision,Big Sean,3/22/2024,USUM72400673,3795,21.9,7569031,2152,10280933,,1937815,74131,,,,1563442,23,26501,215,8,112913,32,,,,123954,,1,https://i.scdn.co/image/ab67616d0000b273cb470f4fdecc6d0124b0192b
